Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AvgWorkingHours,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
35,0,1,8,4,2445,1,1,24610,2.0,20,1,17.0,4,7,0,7,3,4,4.0,3.0,3.0,7.413913043333333,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,0,1,9,4,2446,1,1,87220,1.0,17,1,10.0,3,10,0,8,3,3,2.0,4.0,2.0,7.298294175,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
47,0,0,3,2,2447,0,2,39550,7.0,12,1,4.0,5,1,0,0,3,3,3.0,2.0,1.0,7.6838680861111115,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46,0,1,1,4,2448,0,3,99570,4.0,20,0,13.0,1,10,0,3,3,4,3.0,4.0,2.0,9.792964499722222,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36,1,1,1,3,2449,1,2,33760,5.0,20,0,16.0,3,2,2,2,3,4,2.0,1.0,3.0,10.406761133333333,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
32,1,1,26,3,2450,0,2,88230,6.0,13,2,10.0,3,0,0,0,3,3,1.0,2.0,3.0,7.000198087222222,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,0,1,6,4,2451,1,3,103220,1.0,14,2,3.0,2,3,1,2,3,3,3.0,2.0,1.0,6.011363425833333,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31,0,2,3,3,2452,1,2,46210,2.0,18,1,9.0,3,5,1,4,3,3,4.0,4.0,2.0,6.504944903333333,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
39,0,0,3,3,2453,0,2,109760,1.0,11,0,9.0,3,9,5,8,2,3,4.0,4.0,3.0,10.174394353333332,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,0,1,6,3,2454,1,1,36600,3.0,11,2,10.0,0,4,0,2,2,3,4.0,3.0,1.0,7.6473535563888895,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
40,0,1,6,3,2455,1,3,104820,1.0,11,1,21.0,6,21,12,8,2,3,2.0,2.0,2.0,7.9365945163888885,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,0,1,19,4,2456,1,1,71190,4.0,15,0,9.0,2,5,0,3,3,3,3.0,3.0,4.0,7.7960804986111105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
30,0,2,9,3,2457,1,1,95820,0.0,12,1,10.0,2,9,0,7,3,3,4.0,1.0,3.0,6.204518761944445,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,0,2,3,4,2458,1,1,45080,0.0,11,1,3.0,5,2,2,1,3,3,1.0,4.0,3.0,5.991230822777777,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
30,1,2,10,3,2459,0,1,22070,6.0,14,0,6.0,4,4,1,2,3,3,3.0,4.0,2.0,6.712487425555555,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,0,1,3,2,2460,1,3,77560,1.0,15,2,6.0,3,5,0,2,4,3,1.0,3.0,3.0,7.615965986388889,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27,0,1,3,3,2461,1,1,66940,1.0,13,1,6.0,2,6,1,4,2,3,3.0,4.0,2.0,6.324247828055555,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,1,1,4,3,2462,1,5,36910,1.0,13,0,2.0,3,2,2,2,3,3,2.0,2.0,3.0,6.809577874722223,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,2,8,4,2463,0,1,23770,8.0,21,1,10.0,2,3,0,2,3,4,4.0,3.0,4.0,8.806621338888888,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,0,1,7,3,2464,1,3,23130,2.0,11,0,12.0,5,7,1,7,3,3,3.0,1.0,3.0,7.966133879722221,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1,1,2,2465,0,2,176650,0.0,11,0,6.0,5,5,1,2,2,3,4.0,4.0,3.0,9.900068860833334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,0,0,2,4,2466,1,1,25960,8.0,14,1,13.0,4,11,1,7,3,3,4.0,2.0,2.0,7.385372315555556,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
49,0,1,3,4,2467,1,1,47280,3.0,11,1,8.0,4,5,0,4,3,3,4.0,4.0,4.0,7.704099815555555,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
33,1,1,10,3,2468,1,1,43020,2.0,13,0,11.0,3,0,0,0,1,3,1.0,1.0,2.0,8.287419501111112,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,0,2,28,3,2469,1,1,29790,4.0,12,1,9.0,3,6,0,5,3,3,3.0,2.0,2.0,7.855806878055556,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,1,1,9,4,2470,1,2,168850,2.0,14,2,10.0,2,1,0,0,3,3,1.0,3.0,3.0,6.192894225833333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,0,1,3,4,2471,0,2,55930,1.0,13,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0,6.334084406111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,0,1,2,1,2472,1,1,104450,3.0,18,1,10.0,3,7,1,7,3,3,3.0,3.0,3.0,6.778561946666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
32,0,0,10,4,2473,0,1,87400,2.0,11,1,12.0,2,7,0,7,3,3,2.0,2.0,3.0,5.983953543888888,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,0,1,8,2,2474,0,1,25140,3.0,11,0,15.0,2,1,1,0,2,3,2.0,4.0,3.0,9.0040049225,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
43,1,2,1,4,2475,1,3,76550,9.0,12,1,6.0,3,1,0,0,3,3,3.0,3.0,3.0,8.375763888888889,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
42,0,1,1,3,2476,0,1,174650,8.0,13,1,7.0,3,5,0,4,3,3,2.0,2.0,2.0,6.706082498611111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,0,1,3,2,2477,0,1,73510,8.0,20,1,34.0,3,1,0,0,3,4,3.0,2.728246013667426,3.0,7.595277777777778,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33,0,0,14,3,2478,1,1,108200,5.0,12,0,11.0,2,9,1,7,3,3,4.0,2.0,2.0,6.700411479722223,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,0,1,5,3,2479,1,1,121690,1.0,19,0,5.0,2,5,0,4,3,3,3.0,1.0,2.7614364135407135,6.290448067500001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,7,4,2480,0,1,196260,1.0,21,0,15.0,5,15,0,7,2,4,4.0,3.0,3.0,8.18945486111111,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
53,0,0,10,4,2481,1,2,20700,4.0,13,2,27.0,2,3,0,2,4,3,1.0,3.0,2.0,8.101309354166666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
43,0,1,16,2,2482,0,1,67820,0.0,16,1,10.0,2,9,1,8,3,3,2.0,4.0,3.0,6.0977047411111105,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
34,0,1,10,2,2483,0,5,77790,5.0,12,1,6.0,2,2,2,2,3,3,4.0,4.0,3.0,7.7039595513888885,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,1,1,1,2,2484,1,5,27910,1.0,14,0,1.0,3,1,1,0,4,3,2.0,2.0,3.0,7.524425369444444,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,1,8,2,2485,0,2,32010,1.0,11,1,5.0,3,5,0,4,2,3,4.0,3.0,3.0,6.3887701802777785,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22,1,1,1,3,2486,1,4,49680,1.0,14,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,8.890420081944445,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
31,0,1,8,5,2487,1,5,131200,1.0,12,2,13.0,6,12,5,7,2,3,1.0,4.0,3.0,7.280066193611111,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,0,1,1,4,2488,0,1,40330,2.0,14,0,15.0,2,2,2,2,3,3,1.0,3.0,3.0,6.703338101944445,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,1,24,1,2489,1,2,32910,1.0,16,3,5.0,2,5,0,3,2,3,2.0,2.0,3.0,8.021012583055555,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46,0,1,3,4,2490,0,1,42720,7.0,13,0,24.0,3,2,2,2,4,3,3.0,4.0,3.0,9.994054373333332,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0,1,27,3,2491,0,4,50560,7.0,12,0,15.0,2,12,5,7,2,3,4.0,1.0,3.0,9.504157210277778,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
44,1,2,10,4,2492,1,1,28440,1.0,12,0,6.0,2,5,2,3,4,3,3.0,2.0,2.0,9.287852011388889,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,0,1,19,2,2493,1,2,27030,2.0,14,0,19.0,2,10,4,7,3,3,3.0,2.0,2.0,6.133804044444444,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35,1,1,15,4,2494,1,2,19040,1.0,22,1,10.0,4,10,7,7,3,4,3.0,4.0,3.0,8.582574919166667,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,0,1,8,5,2495,1,2,82240,6.0,19,0,14.0,3,10,7,6,3,3,4.0,1.0,3.0,7.992180315833334,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
28,0,1,9,3,2496,0,2,47660,1.0,12,0,5.0,3,5,0,3,3,3,3.0,4.0,4.0,7.389827423055556,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
39,0,1,3,4,2497,0,2,26100,7.0,12,0,9.0,2,4,2,2,2,3,3.0,3.0,3.0,6.908993800555555,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
46,0,0,9,2,2498,1,2,57310,8.0,17,0,6.0,2,2,2,2,3,3,2.0,2.0,3.0,6.69190609,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,0,1,2,2,2499,1,1,25390,4.0,12,1,7.0,3,4,0,2,3,3,3.0,1.0,2.0,6.555122818888888,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
42,0,1,7,4,2500,0,2,57140,5.0,11,0,10.0,2,0,0,0,3,3,2.0,1.0,2.0,6.600409663611111,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
35,0,0,10,1,2501,0,2,43230,2.0,18,3,15.0,3,7,1,7,3,3,2.0,4.0,3.0,6.70278235,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0,0,6,4,2502,1,3,73360,5.0,11,0,13.0,3,11,3,8,3,3,1.0,2.0,3.0,7.757895438888888,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,1,2,2,1,2503,1,1,134990,4.0,23,2,11.0,2,7,0,7,4,4,4.0,1.0,2.0,7.888297258055555,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,1,1,24,3,2504,1,1,137580,1.0,11,1,10.0,5,10,0,8,3,3,4.0,1.0,1.0,6.196276620277778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,0,2,2,1,2505,1,2,51550,2.0,18,1,7.0,3,2,2,2,2,3,3.0,4.0,3.0,6.196037758333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,8,5,2506,0,3,22580,4.0,18,0,7.0,2,3,1,2,3,3,1.0,3.0,2.0,7.399991582222222,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
41,0,1,3,3,2507,1,3,35970,3.0,13,1,11.0,2,3,1,2,1,3,2.0,2.0,1.0,7.812406188888889,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,0,1,1,1,2508,1,3,25150,0.0,18,0,23.0,2,22,13,5,2,3,3.0,3.0,4.0,10.281769675833333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
30,0,1,26,3,2509,0,2,44200,9.0,11,0,9.0,3,7,0,2,3,3,1.0,3.0,3.0,7.1147067900000005,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
26,1,1,2,1,2510,0,3,65780,0.0,15,2,6.0,3,5,1,4,2,3,4.0,2.0,3.0,8.718123249166666,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
46,1,1,10,3,2511,1,1,44220,4.0,11,1,13.0,2,9,3,7,3,3,4.0,2.0,4.0,8.025100472777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
40,0,1,27,2,2512,0,3,102740,4.0,18,0,12.0,3,5,0,3,3,3,3.0,4.0,3.0,6.611040528055555,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1,2,3,2513,1,2,53430,1.0,14,0,10.0,5,10,4,8,2,3,2.0,3.0,3.0,7.376714120277778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58,0,0,2,4,2514,1,1,23760,4.0,12,1,37.0,3,16,14,14,3,3,2.0,2.0,2.0,6.598882058055556,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
35,0,1,8,1,2515,0,3,53460,0.0,14,0,6.0,3,5,0,3,2,3,2.0,3.0,4.0,7.410872849722223,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
47,0,1,19,5,2516,0,2,28270,8.0,14,1,28.0,3,22,14,10,3,3,3.0,2.0,3.0,10.678910165277777,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
40,0,1,1,4,2517,1,2,199430,2.0,13,1,15.0,3,7,7,7,3,3,2.0,1.0,3.0,7.227091714444444,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,0,1,27,4,2518,1,1,31310,4.0,14,0,14.0,3,7,1,7,2,3,4.0,4.0,2.0,7.0746312683333334,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,0,2,8,4,2519,0,3,25520,2.0,18,0,9.0,2,3,2,2,3,3,1.0,1.0,3.0,7.494165453611111,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
28,0,1,1,2,2520,1,3,44770,1.0,15,0,3.0,6,3,1,2,3,3,3.0,1.0,3.0,7.611939871944444,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,1,19,3,2521,0,2,64740,2.0,13,2,20.0,3,4,0,3,1,3,2.0,4.0,2.0,9.500636716944443,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,0,1,8,3,2522,0,1,30330,1.0,12,0,5.0,2,5,1,2,2,3,3.0,4.0,3.0,6.115757149444445,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,0,2,10,4,2523,0,1,29360,2.0,13,1,23.0,3,2,2,2,3,3,1.0,3.0,3.0,9.615240362777778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
18,0,0,2,3,2524,1,3,186060,1.0,24,2,0.0,4,0,0,0,3,4,2.0,3.0,1.0,7.631033478888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,1,1,2,3,2525,1,3,21680,0.0,14,1,2.0,2,1,0,0,3,3,4.0,1.0,3.0,6.1419187675,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,1,1,8,2,2526,1,1,28530,4.0,14,1,4.0,5,2,2,0,2,3,1.0,1.0,3.0,8.672918925,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,1,4,2527,1,1,170480,4.0,15,0,10.0,3,8,5,7,2,3,3.0,3.0,4.0,7.199625122777777,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
36,0,1,2,3,2528,0,5,22900,4.0,11,0,15.0,5,1,0,0,3,3,4.0,2.0,3.0,10.6820055325,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
43,0,2,8,3,2529,1,1,36000,1.0,23,0,7.0,2,7,7,7,3,4,1.0,4.0,3.0,7.031896433333333,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,0,2,8,4,2530,1,5,21070,0.0,13,0,6.0,2,5,0,2,3,3,4.0,4.0,2.0,10.221362811666667,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,2,6,2,2531,1,1,41150,1.0,11,0,11.0,1,11,3,10,3,3,4.0,4.0,4.0,7.6926303152777775,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
32,0,2,9,4,2532,1,4,43270,8.0,13,0,4.0,4,0,0,0,3,3,4.0,4.0,4.0,7.596130518888889,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,0,0,11,3,2533,1,1,178560,3.0,18,0,10.0,2,6,3,3,3,3,3.0,3.0,2.0,6.496671315555556,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
47,0,1,2,2,2534,0,5,31960,4.0,14,1,7.0,3,2,2,0,2,3,2.0,3.0,3.0,6.115582858333334,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46,0,1,1,3,2535,0,1,190810,3.0,21,0,12.0,2,9,4,7,3,4,4.0,4.0,2.0,7.192263244166667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,7,3,2536,1,1,89660,1.0,16,1,3.0,3,3,2,2,2,3,3.0,4.0,3.0,7.7167070275,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,0,1,16,3,2537,0,1,22100,8.0,11,1,11.0,4,7,1,6,3,3,4.0,3.0,3.0,8.041272583333333,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,2,4,2538,0,2,45390,4.0,17,1,8.0,5,0,0,0,3,3,4.0,3.0,3.0,6.596468764722221,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32,1,1,1,1,2539,1,2,27410,7.0,11,0,7.0,3,2,2,2,3,3,3.0,2.0,2.0,10.426699953888889,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
46,0,1,23,1,2540,1,2,34910,2.0,14,0,25.0,0,19,2,8,3,3,1.0,1.0,3.0,7.8802923975,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0,1,2,3,2541,0,5,45410,1.0,14,2,9.0,4,9,5,8,4,3,2.0,3.0,3.0,7.124595624166667,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0,1,1,2,2542,1,3,26780,1.0,25,1,1.0,3,1,0,0,3,4,4.0,2.0,3.0,7.963377871388889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
43,0,1,1,3,2543,1,1,73790,7.0,13,2,21.0,3,16,6,14,2,3,1.0,3.0,3.0,6.286693587777777,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48,0,1,2,3,2544,0,2,62720,4.0,14,0,29.0,3,22,12,9,2,3,4.0,2.0,3.0,6.085625909722222,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,1,2,13,2,2545,0,1,52200,1.0,17,0,1.0,3,1,1,0,2,3,4.0,4.0,2.0,8.599234594722223,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46,1,1,4,4,2546,0,2,27430,5.0,25,1,14.0,1,8,0,7,4,4,3.0,2.0,3.0,7.8881041666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
27,0,2,16,4,2547,1,3,49980,0.0,20,2,8.0,3,7,7,3,3,4,4.0,1.0,2.0,7.678046139166667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39,0,1,2,3,2548,1,3,102520,8.0,13,1,7.0,3,2,2,2,3,3,4.0,4.0,3.0,6.535387205277778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,0,1,2,3,2549,0,1,27810,8.0,13,1,19.0,2,5,0,4,3,3,2.0,4.0,4.0,6.190505162222222,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28,0,1,29,2,2550,1,2,68520,1.0,18,1,1.0,2,1,0,0,4,3,2.0,2.0,3.0,6.9932906869444444,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,1,1,12,4,2551,0,2,49500,1.0,12,2,1.0,3,1,0,0,3,3,2.0,4.0,2.0,7.683623685277778,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1,1,16,2,2552,0,2,35790,1.0,19,3,1.0,3,1,0,0,3,3,4.0,2.0,3.0,10.508655876944445,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,0,1,11,3,2553,1,1,131910,1.0,14,1,10.0,2,10,1,7,2,3,2.0,3.0,3.0,9.496987922499999,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,1,2,4,2554,0,5,103770,1.0,14,0,10.0,2,10,0,2,3,3,2.0,3.0,3.0,7.5169730222222215,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,0,1,14,2,2555,0,1,22350,2.0,14,1,9.0,2,5,1,0,3,3,3.0,4.0,3.0,8.095313852777778,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29,0,1,5,5,2556,0,1,105020,3.0,12,0,11.0,4,3,1,2,2,3,4.0,1.0,3.0,7.075585399444444,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0,1,7,2,2557,1,1,20110,5.0,13,0,16.0,4,5,0,4,4,3,4.0,1.0,3.0,8.70323188388889,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
35,0,1,2,1,2558,1,2,18590,0.0,25,1,4.0,2,3,0,2,2,4,4.0,2.0,3.0,10.515715105555556,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
45,0,1,3,3,2559,0,2,37600,0.0,14,1,10.0,2,9,3,8,2,3,2.0,4.0,2.0,7.114031279166666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36,0,2,5,3,2560,0,4,177790,1.0,17,1,10.0,5,10,0,8,1,3,2.0,4.0,2.0,6.537147666944445,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
40,0,1,3,3,2561,1,1,68330,2.0,13,0,22.0,3,19,11,16,3,3,1.0,1.0,3.0,6.8087317249999995,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26,0,1,26,2,2562,1,2,68120,1.0,13,0,1.0,2,1,1,0,2,3,2.0,3.0,2.0,9.306218303333333,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,0,1,4,3,2563,1,2,51710,0.0,20,1,9.0,1,8,0,7,2,4,1.0,3.0,2.0,7.593683261111112,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
48,0,2,2,3,2564,1,2,197400,3.0,14,0,24.0,2,22,4,7,4,3,4.0,4.0,3.0,7.185576131666667,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,0,1,1,2,2565,1,4,187110,2.0,12,1,10.0,0,2,2,2,3,3,2.0,1.0,3.0,7.078182471111111,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
34,1,0,27,2,2566,0,1,36920,1.0,12,1,5.0,5,5,3,0,3,3,4.0,1.0,3.0,10.214114958888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
56,1,1,1,2,2567,0,5,25590,1.0,21,0,5.0,3,4,1,0,3,4,1.0,4.0,3.0,6.8956180555555555,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
36,0,1,13,3,2568,0,3,25170,2.0,14,0,12.0,3,4,1,3,3,3,3.0,2.0,1.0,7.319204331388889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,0,1,5,3,2569,0,1,66230,5.0,18,0,14.0,3,5,1,4,3,3,2.7236031927023947,2.0,3.0,6.396317358055556,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42,0,1,7,3,2570,0,2,182650,9.0,12,1,18.0,4,13,5,7,3,3,3.0,1.0,4.0,7.415789855,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31,0,1,9,4,2571,0,1,161240,2.0,23,1,8.0,2,5,1,4,2,4,3.0,4.0,3.0,8.31741748,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1,8,1,2572,0,3,25850,3.0,12,0,9.0,5,4,0,1,3,3,4.0,4.0,2.0,9.213606557222223,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,1,25,2,2573,0,3,182130,8.0,21,2,4.0,3,2,2,2,4,4,1.0,3.0,2.0,6.783251705555555,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,2,16,2,2574,1,2,83800,0.0,14,0,8.0,3,7,7,7,4,3,3.0,4.0,3.0,6.0948033836111115,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0,2,8,4,2575,0,2,29940,4.0,18,1,12.0,2,4,0,3,3,3,2.0,3.0,3.0,7.788163008611111,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,0,1,1,3,2576,0,5,12230,1.0,13,1,10.0,3,10,0,9,3,3,2.0,3.0,2.0,6.366932773055556,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,0,2,8,3,2577,1,4,11180,1.0,11,0,7.0,3,7,0,7,3,3,3.0,4.0,3.0,10.595948195,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,1,2,2,4,2578,1,2,28750,1.0,11,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,6.790143442500001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,0,0,8,5,2579,0,2,188240,6.0,19,1,10.0,4,3,1,2,3,3,1.0,3.0,3.0,6.278269323611111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
27,0,1,3,2,2580,1,2,135770,1.0,12,1,6.0,2,5,1,2,3,3,2.0,2.0,2.0,7.282654194999999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,0,2,9,4,2581,0,2,26250,1.0,12,3,16.0,4,15,6,11,3,3,3.0,4.0,3.0,8.898696493611112,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,1,1,25,3,2582,1,1,187890,3.0,16,1,6.0,4,2,2,2,3,3,4.0,3.0,3.0,9.392832403333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
